,gender,age,married,number_of_dependents,city,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status
5499,Female,39,Yes,2,Cobb,3,6,no_offer,Yes,49.45,No,Yes,DSL,10.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,0.0,0,296.7,594.05,Stayed
5500,Male,47,Yes,1,Glendale,1,8,Offer E,Yes,3.85,No,Yes,DSL,20.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.05,0.0,0,30.8,445.85,Churned
5501,Female,62,No,0,La Jolla,0,28,Offer C,No,0.0,,Yes,DSL,2.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,35.75,0.0,0,0.0,961.4,Stayed
5502,Male,57,Yes,0,White Water,1,16,Offer D,Yes,21.04,No,Yes,Cable,17.0,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,55.85,0.0,0,336.64,1194.44,Stayed
5503,Female,80,No,1,San Francisco,0,30,no_offer,Yes,37.42,Yes,Yes,Fiber Optic,17.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,101.3,0.0,0,1122.6,4097.1,Stayed
5504,Female,62,No,0,Yucca Valley,0,12,no_offer,No,0.0,,Yes,Cable,24.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,60.65,40.41,0,0.0,702.89,Stayed
5505,Female,20,No,0,Crestline,0,60,no_offer,Yes,10.7,Yes,Yes,Fiber Optic,71.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.9,0.0,0,642.0,7038.45,Churned
5506,Male,47,No,0,West Covina,0,55,Offer B,Yes,27.65,No,Yes,Cable,26.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,64.2,0.0,0,1520.75,5148.05,Stayed
5507,Female,39,No,0,Atascadero,0,1,no_offer,Yes,12.46,No,Yes,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.35,0.0,0,12.46,57.81,Joined
5508,Male,31,Yes,1,Millbrae,10,34,no_offer,No,0.0,,Yes,DSL,29.0,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,40.55,0.0,0,0.0,1325.85,Stayed
5509,Male,56,No,0,Reseda,0,15,no_offer,No,0.0,,Yes,DSL,29.0,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.7,0.0,90,0.0,528.25,Churned
5510,Female,32,No,2,Los Angeles,0,2,no_offer,Yes,5.85,No,Yes,Fiber Optic,19.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.65,0.0,20,11.7,175.85,Churned
5511,Female,62,Yes,3,Sacramento,5,6,no_offer,Yes,44.13,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,19.7,0.0,0,264.78,359.23,Stayed
5512,Male,30,Yes,0,Venice,0,66,no_offer,Yes,23.51,Yes,Yes,Fiber Optic,52.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.05,0.0,0,1551.66,8533.01,Churned
5513,Male,50,No,3,Hayward,0,3,no_offer,Yes,19.58,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,20.85,0.0,0,58.74,119.39,Joined
5514,Female,39,Yes,2,Caspar,8,72,no_offer,Yes,18.74,Yes,Yes,Fiber Optic,19.0,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.1,0.0,0,1349.28,8192.43,Stayed
5515,Female,58,No,0,Kenwood,0,10,no_offer,Yes,8.35,No,Yes,Cable,29.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,60.95,0.0,0,83.5,713.05,Stayed
5516,Male,37,No,0,Colfax,0,1,no_offer,Yes,28.25,Yes,Yes,Cable,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.45,0.0,0,28.25,78.7,Churned
5517,Female,32,Yes,3,Mariposa,0,47,no_offer,Yes,30.06,No,Yes,DSL,57.0,No,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,63.8,0.0,80,1412.82,4500.07,Stayed
5518,Male,62,No,0,Woodacre,0,22,no_offer,No,0.0,,Yes,DSL,19.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,56.75,0.0,0,0.0,1304.85,Stayed
5519,Male,53,No,0,South Lake Tahoe,0,31,no_offer,Yes,9.27,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.45,0.0,0,287.37,3353.82,Churned
5520,Female,64,Yes,5,Shasta Lake,7,39,Offer C,Yes,40.68,No,Yes,Fiber Optic,76.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.5,0.0,0,1586.52,4693.82,Stayed
5521,Male,71,Yes,0,Chino,1,30,no_offer,Yes,4.65,No,Yes,DSL,29.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.4,0.0,0,139.5,1667.0,Churned
5522,Female,43,Yes,1,Traver,3,12,no_offer,Yes,24.65,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Credit Card,20.1,0.0,0,295.8,528.2,Stayed
5523,Male,74,Yes,0,Paskenta,2,10,no_offer,Yes,46.5,Yes,Yes,Cable,4.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.65,0.0,0,465.0,1321.65,Churned
5524,Male,77,Yes,0,Mi Wuk Village,4,45,no_offer,Yes,9.39,Yes,Yes,DSL,22.0,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,75.15,0.0,0,422.55,3902.9,Stayed
5525,Male,51,Yes,0,Covelo,1,18,no_offer,Yes,11.3,Yes,Yes,Fiber Optic,16.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.4,0.0,0,203.4,1946.35,Churned
5526,Male,19,Yes,3,Big Bend,1,70,Offer A,No,0.0,,Yes,Cable,47.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,60.35,49.23,0,0.0,4089.47,Stayed
5527,Female,56,Yes,0,Amboy,5,72,Offer A,No,0.0,,Yes,DSL,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.2,0.0,0,0.0,4784.45,Stayed
5528,Female,49,No,0,March Air Reserve Base,0,12,Offer D,Yes,16.07,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.7,0.0,0,192.84,1431.29,Churned
5529,Female,53,Yes,2,Hemet,5,3,no_offer,Yes,10.13,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,19.3,0.0,0,30.39,85.09,Joined
5530,Female,31,No,0,San Diego,0,4,no_offer,Yes,30.95,Yes,Yes,Fiber Optic,26.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.95,0.0,0,123.8,429.35,Churned
5531,Male,56,No,0,Comptche,0,6,no_offer,Yes,6.93,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,20.15,0.0,0,41.58,172.08,Stayed
5532,Female,77,Yes,0,San Diego,1,61,no_offer,Yes,33.75,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,94.2,0.0,0,2058.75,7954.2,Stayed
5533,Female,79,Yes,0,Lakewood,2,42,no_offer,Yes,35.38,Yes,Yes,Fiber Optic,7.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,40.46,0,1485.96,6044.65,Stayed
5534,Male,37,No,0,Winchester,0,1,Offer E,Yes,45.77,No,Yes,DSL,20.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.75,0.0,0,45.77,96.52,Joined
5535,Male,53,No,0,Los Angeles,0,45,no_offer,No,0.0,,Yes,DSL,10.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,42.3,0.0,0,0.0,1840.75,Stayed
5536,Female,34,No,0,Manteca,0,8,Offer E,Yes,33.54,No,Yes,DSL,14.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.05,0.0,0,268.32,842.82,Stayed
5537,Female,52,No,0,Herald,0,14,Offer D,Yes,37.01,No,Yes,DSL,29.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,0.0,0,518.14,1439.54,Stayed
5538,Male,22,No,0,Hayward,0,18,Offer D,Yes,48.68,No,Yes,DSL,48.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.35,0.0,0,876.24,2176.04,Stayed
5539,Female,42,No,0,Lakewood,0,43,no_offer,Yes,25.53,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Credit Card,25.7,0.0,0,1097.79,2285.99,Stayed
5540,Male,33,Yes,0,Inglewood,10,27,no_offer,Yes,9.01,No,Yes,DSL,5.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.7,0.0,0,243.27,1665.02,Stayed
5541,Female,43,No,0,Pasadena,0,18,Offer D,Yes,11.36,Yes,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.15,0.0,0,204.48,1550.23,Stayed
5542,Male,37,Yes,0,Redlands,1,5,Offer E,No,0.0,,Yes,DSL,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,0.0,0,0.0,100.4,Churned
5543,Female,54,Yes,2,Anza,1,52,Offer B,Yes,31.96,No,Yes,Fiber Optic,26.0,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,0.0,0,1661.92,5988.72,Stayed
5544,Male,51,Yes,0,Chico,3,3,no_offer,Yes,31.06,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,20.0,0.0,0,93.18,142.83,Joined
5545,Female,44,No,0,Long Beach,0,23,no_offer,Yes,42.26,No,Yes,Cable,2.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,49.7,0.0,150,971.98,2203.23,Stayed
5546,Female,31,Yes,2,Bradley,1,17,Offer D,Yes,18.26,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,24.1,0.0,0,310.42,720.32,Churned
5547,Female,23,Yes,0,Oak Park,1,20,no_offer,Yes,27.96,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,20.35,0.0,0,559.2,952.35,Stayed
5548,Male,68,No,0,Applegate,0,31,Offer C,Yes,15.35,Yes,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.6,0.0,0,475.85,3353.8,Stayed
5549,Female,60,Yes,0,Grass Valley,7,1,no_offer,Yes,6.64,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Bank Withdrawal,20.3,0.0,0,6.64,26.94,Joined
5550,Male,64,No,0,Van Nuys,0,35,no_offer,Yes,42.8,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Credit Card,20.2,0.0,0,1498.0,2182.4,Stayed
5551,Female,61,Yes,2,Rio Oso,7,6,Offer E,No,0.0,,Yes,Cable,10.0,No,Yes,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,40.55,0.0,50,0.0,267.5,Stayed
5552,Female,32,No,0,Rio Dell,0,2,no_offer,Yes,41.37,Yes,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,0.0,0,82.74,249.04,Churned
5553,Male,23,No,0,Mammoth Lakes,0,14,Offer D,Yes,36.42,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Bank Withdrawal,20.4,0.0,0,509.88,785.58,Stayed
5554,Male,33,No,0,La Puente,0,63,no_offer,Yes,9.21,Yes,Yes,Fiber Optic,28.0,No,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,90.45,0.0,100,580.23,6505.73,Stayed
5555,Male,25,Yes,0,Stockton,2,68,Offer A,Yes,24.01,Yes,Yes,Fiber Optic,48.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.7,0.0,0,1632.68,8953.58,Stayed
5556,Male,39,No,0,Sonoma,0,3,no_offer,Yes,6.97,Yes,Yes,Fiber Optic,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.5,0.0,0,20.91,238.36,Joined
5557,Male,52,No,0,Mammoth Lakes,0,58,no_offer,Yes,44.67,Yes,Yes,Fiber Optic,8.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.65,0.0,0,2590.86,7398.21,Stayed
5558,Female,43,No,1,Santa Clarita,0,19,no_offer,Yes,28.35,No,Yes,Fiber Optic,19.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.6,21.72,40,538.65,2491.38,Churned
5559,Female,41,No,0,San Diego,0,1,Offer E,Yes,22.11,No,Yes,DSL,18.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,-9.0,0.0,10,22.11,77.91,Churned
5560,Female,69,Yes,1,San Diego,9,24,no_offer,Yes,20.78,No,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.55,0.0,0,498.72,2762.17,Stayed
5561,Female,27,No,0,Blue Lake,0,18,no_offer,Yes,24.4,Yes,Yes,Fiber Optic,71.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,0.0,0,439.2,1993.1,Churned
5562,Male,59,Yes,0,Palm Desert,1,51,no_offer,Yes,31.66,No,Yes,Cable,3.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,76.4,0.0,0,1614.66,5580.96,Stayed
5563,Male,38,Yes,0,Hanford,6,45,Offer B,Yes,9.91,No,Yes,Cable,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.8,23.28,0,445.95,4020.17,Stayed
5564,Female,27,Yes,1,Davis Creek,1,61,Offer B,Yes,26.7,Yes,Yes,DSL,30.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,59.8,0.0,100,1628.7,5370.2,Stayed
5565,Female,62,No,0,Glendale,0,1,Offer E,Yes,48.25,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Credit Card,20.2,0.0,0,48.25,68.45,Churned
5566,Female,27,Yes,0,Walnut,1,33,no_offer,Yes,15.45,No,Yes,Cable,59.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,53.75,0.0,0,509.85,2367.15,Stayed
5567,Male,19,No,0,Sun Valley,0,2,no_offer,Yes,49.81,No,Yes,DSL,41.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,-7.0,0.0,0,99.62,184.12,Churned
5568,Female,24,Yes,0,Hacienda Heights,1,8,no_offer,Yes,11.35,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,20.15,0.0,0,90.8,247.05,Churned
5569,Female,40,Yes,2,Mill Creek,4,26,no_offer,Yes,12.71,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,19.65,0.0,0,330.46,825.36,Stayed
5570,Female,37,No,0,Lakewood,0,23,no_offer,Yes,24.04,No,Yes,Fiber Optic,22.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.0,0.0,0,552.92,2331.42,Stayed
5571,Male,49,No,0,Wheatland,0,1,Offer E,No,0.0,,Yes,Cable,19.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,44.65,0.0,0,0.0,44.65,Churned
5572,Female,32,No,0,Stockton,0,2,Offer E,Yes,38.51,Yes,Yes,Fiber Optic,25.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,0.0,0,77.02,273.92,Churned
5573,Male,79,Yes,0,Los Angeles,8,13,Offer D,Yes,48.15,Yes,Yes,Fiber Optic,6.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,93.8,0.0,0,625.95,1886.95,Stayed
5574,Female,55,Yes,1,Los Angeles,1,1,Offer E,Yes,3.09,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Credit Card,20.15,0.0,0,3.09,23.24,Churned
5575,Female,40,Yes,0,West Covina,2,4,Offer E,No,0.0,,Yes,DSL,13.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.05,0.0,0,0.0,129.6,Stayed
5576,Male,58,No,0,El Nido,0,1,Offer E,Yes,1.61,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Credit Card,19.75,0.0,0,1.61,21.36,Joined
5577,Male,46,No,0,Santa Rosa,0,22,Offer D,Yes,49.43,Yes,Yes,Cable,17.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.0,0.0,0,1087.46,2342.16,Churned
5578,Female,31,No,5,Salinas,0,2,no_offer,Yes,29.81,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Bank Withdrawal,19.6,0.0,0,59.62,95.47,Churned
5579,Male,54,No,0,Rosamond,0,1,Offer E,No,0.0,,Yes,Cable,29.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.9,0.0,0,0.0,35.9,Churned
5580,Female,60,No,0,Sloughhouse,0,21,Offer D,Yes,30.59,No,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.65,0.0,0,642.39,2135.59,Stayed
5581,Male,71,Yes,0,Irvine,1,45,Offer B,Yes,2.38,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,98.7,0.0,0,107.1,4632.9,Stayed
5582,Female,33,No,0,San Lucas,0,12,Offer D,Yes,18.75,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.55,0.0,110,225.0,1401.9,Stayed
5583,Male,25,Yes,0,Long Beach,1,72,Offer A,Yes,32.67,Yes,Yes,Cable,48.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,64.45,0.0,0,2352.24,7072.24,Stayed
5584,Male,22,Yes,2,San Gabriel,9,63,no_offer,Yes,42.17,No,Yes,DSL,73.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.5,0.0,0,2656.71,7331.26,Stayed
5585,Female,36,Yes,0,Sloughhouse,1,15,no_offer,Yes,28.3,No,Yes,Cable,28.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.3,0.0,0,424.5,1732.9,Churned
5586,Male,30,Yes,0,Riverside,7,43,no_offer,Yes,33.97,Yes,Yes,DSL,69.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.2,0.0,0,1460.71,5042.31,Stayed
5587,Female,69,Yes,0,Berkeley,2,60,no_offer,Yes,24.62,No,Yes,Fiber Optic,30.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.0,0.0,0,1477.2,8145.55,Stayed
5588,Male,33,Yes,0,Hyampom,0,31,no_offer,Yes,28.72,Yes,Yes,Cable,21.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,0.0,0,890.32,2773.12,Stayed
5589,Female,49,Yes,1,Norwalk,10,53,Offer B,Yes,30.31,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Bank Withdrawal,19.55,0.0,0,1606.43,2614.33,Stayed
5590,Female,68,No,0,Piercy,0,67,no_offer,Yes,48.43,Yes,Yes,DSL,28.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.9,0.0,0,3244.81,6970.31,Stayed
5591,Male,61,No,0,Van Nuys,0,72,no_offer,Yes,46.1,Yes,Yes,DSL,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.55,0.0,0,3319.2,9681.55,Stayed
5592,Female,57,No,2,Wofford Heights,0,4,no_offer,Yes,27.37,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Bank Withdrawal,20.05,0.0,0,109.48,194.98,Stayed
5593,Female,48,No,0,Daly City,0,51,no_offer,No,0.0,,Yes,DSL,10.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,60.15,0.0,0,0.0,3077.0,Stayed
5594,Female,34,No,0,San Bruno,0,15,Offer D,Yes,26.54,Yes,Yes,DSL,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,0.0,0,398.1,1118.2,Stayed
5595,Female,29,Yes,2,Washington,7,69,Offer A,Yes,8.39,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,19.8,0.0,0,578.91,2015.86,Stayed
5596,Male,38,No,0,Selma,0,4,Offer E,Yes,30.07,No,Yes,Cable,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.55,0.0,0,120.28,341.03,Stayed
5597,Female,55,No,0,Inglewood,0,1,no_offer,Yes,2.38,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,19.9,0.0,0,2.38,22.28,Joined
5598,Male,19,No,0,Sugarloaf,0,55,Offer B,Yes,42.19,No,Yes,Fiber Optic,51.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.9,0.0,0,2320.45,7872.5,Stayed
5599,Male,50,No,0,Garden Grove,0,4,no_offer,No,0.0,,Yes,DSL,23.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,42.4,0.0,0,0.0,146.4,Stayed
5600,Female,49,No,0,Oroville,0,2,Offer E,No,0.0,,Yes,DSL,21.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,42.6,0.0,0,0.0,72.4,Churned
5601,Male,34,No,0,San Mateo,0,45,Offer B,Yes,14.12,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.85,0.0,0,635.4,5375.4,Churned
5602,Female,33,Yes,0,Point Reyes Station,0,19,Offer D,Yes,34.51,No,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.9,0.0,0,655.69,1495.34,Stayed
5603,Male,67,Yes,0,Sutter,1,3,Offer E,No,0.0,,Yes,DSL,20.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,0.0,0,0.0,93.7,Churned
5604,Female,23,Yes,3,Los Angeles,0,28,Offer C,Yes,4.89,Yes,Yes,Fiber Optic,47.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.8,0.0,0,136.92,3182.97,Churned
5605,Female,25,Yes,1,El Cajon,10,23,no_offer,Yes,9.84,Yes,Yes,Fiber Optic,71.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.6,0.0,0,226.32,2094.72,Stayed
5606,Male,53,No,0,Sacramento,0,1,no_offer,Yes,15.91,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,20.55,0.0,0,15.91,36.46,Churned
5607,Female,20,No,0,Manhattan Beach,0,25,Offer C,No,0.0,,Yes,Cable,59.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.25,0.0,0,0.0,1293.8,Stayed
5608,Male,22,Yes,0,Maxwell,2,71,Offer A,Yes,18.04,Yes,Yes,DSL,41.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,80.4,0.0,0,1280.84,7007.99,Stayed
5609,Male,20,No,0,Chico,0,14,no_offer,Yes,18.46,No,Yes,Fiber Optic,26.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.45,0.0,0,258.44,1375.99,Stayed
